en_word,pos,level,mp3_url,ru_word,transcription,en_example,ru_example
door,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/doo/door_/door__gb_2.mp3,дверь,[dɔ:],Open the door for love.,Открой дверь любви.
privilege,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/privi/privilege__gb_1.mp3,привилегия,[ˈprɪvɪlɪdʒ],Thank you for the privilege.,Спасибо за такую привилегию.
nation,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nat/natio/nation__gb_3.mp3,нация,[ˈneɪʃən],We are a European nation.,Мы -европейская нация.
magic,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magic/magic__gb_1.mp3,волшебный,[ˈmædʒɪk],I lost your magic comb.,Я потеряла твою волшебную расческу.
installation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insta/installation__gb_1.mp3,установка,[ˌɪnstəˈleɪʃən],Fast application installation and launch,быстрая установка и запуск приложения
outrage,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/out/outra/outrage__gb_1.mp3,возмущение,[ˈautreɪdʒ],Public outrage forced Exxon to stop.,Общественное возмущение вынудило Exxon остановиться.
alter,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/alt/alter/alter__gb_1.mp3,изменять,[ˈɔ:ltə],How do you alter that?,Как можно изменить эту ситуацию?
pronounce,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pro/prono/pronounce__gb_1.mp3,объявлять,[prəˈnauns],I pronounce you champion archer of England.,Я объявляю вас чемпионом Англии по стрельбе из лука.
stone,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sto/stone/stone__gb_2.mp3,камень,[stəun],Find the moon stone thing?,Нашла лунный камень?
commodity,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commo/commodity__gb_3.mp3,товар,[kəˈmɔdɪtɪ],About commodity pricing [AX 2012],О ценообразовании для товара [AX 2012]
realistic,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rea/reali/realistic__gb_3.mp3,реалистический,[rɪəˈlɪstɪk],Were realistic levels not dramatic enough?,"Что, реалистические прогнозы показались не особо впечатляющими?"
corporate,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cor/corpo/corporate__gb_1.mp3,корпоративный,[ˈkɔ:pərɪt],Corporate Liability for Human Rights,Корпоративная ответственность за права человека
exploitation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/exploitation__gb_1.mp3,эксплуатация,,Strike a blow against exploitation!,Ударим по эксплуатации!
jeans,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/j/jea/jeans/jeans__gb_2.mp3,джинсы,[dʒi:nz],"Ripped jeans, skin was showing","Рваные джинсы, сквозь которое видно тело"
pet,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pet/pet__/pet__gb_5.mp3,домашнее животное,[pet],Do you have a pet at home?,У вас есть домашнее животное?
suburban,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sub/subur/suburban__gb_1.mp3,пригородный,[səˈbə:bən],"Eh, she's a timid suburban adulteress.",Она просто закомплексованная пригородная блудница.
engagement,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eng/engag/engagement__gb_1.mp3,участие,,The engagement of other European allies is minimal.,Участие других европейских союзников минимально.
northern,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nor/north/northern__gb_1.mp3,северный,[ˈnɔ:ðən],I went to Northern Liberia.,Я переехала в северную Либерию.
lively,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/livel/lively__gb_1.mp3,оживленный,[ˈlaɪvlɪ],We had a lively conversation.,Мы вели очень оживлённые беседы.
survivor,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sur/survi/survivor__gb_1.mp3,выживший,[səˈvaɪvə],"“Life goes on,” writes one survivor.","“Жизнь продолжается”, – пишет один из выживших."
sense,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sen/sense/sense__gb_1.mp3,смысл,[sens],Not in a legal sense.,В юридическом смысле - нет.
stick,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sti/stick/stick__gb_1.mp3,палка,[stɪk],"Don't bring your measuring stick.""","Не бери с собой измерительную палку""."
ease,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/ease_/ease__gb_1.mp3,легкость,[i:z],She passed the examination with ease.,Она с лёгкостью сдала экзамены.
publishing,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pub/publi/publishing__gb_1.mp3,публикация,[ˈpʌblɪʃɪŋ],Right-to-Left (RTL) Publishing,Публикация справа налево (RTL)
predictable,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/predi/predictable__gb_1.mp3,предсказуемый,,"So yes, racism is predictable.","Поэтому, да, расизм предсказуем."
grief,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gri/grief/grief__gb_1.mp3,горе,[ɡri:f],My body is numb with grief.,Мое тело онемело от горя.
ID,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/i_d/i_d__/i_d__1_gb_1_abbr.mp3,ID,[aɪd],Get a Facebook App ID,получить ID приложения Facebook;
hard,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/hard_/hard__gb_1.mp3,трудный,[hɑ:d],"“Hard to say,” Lewis said.","«Трудно сказать, — заявил Льюис."
album,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/alb/album/album__gb_1.mp3,альбом,[ˈælbəm],Find and update album information,Поиск и обновление сведений об альбоме
racial,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rac/racia/racial__gb_1.mp3,расовый,[ˈreɪʃəl],"Inexorably, racial prejudice creeps in.",Неизбежно возникают расовые предрассудки.
scrutiny,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/scr/scrut/scrutiny__gb_1.mp3,тщательное изучение,[ˈskru:tɪnɪ],"So, does the new fascination with capital controls hold up to scrutiny?","Давайте посмотрим, можно ли обосновать целесообразность нового увлечения контролем за перемещением капитала, если провести более тщательное изучение ситуации?"
transportation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transportation__gb_2.mp3,транспорт,[ˌtrænspɔ:ˈteɪʃən],We were deprived of transportation.,Нас лишили транспорта.
wear,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wea/wear_/wear__gb_1.mp3,носить,[wɛə],Nurses don't wear boots.,Медсестры не носят ботики.
composer,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compo/composer__gb_1.mp3,композитор,[kəmˈpəuzə],A Mexican composer: Arturo Marquez.,мексиканского композитора Артуро Маркеса.
floor,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/flo/floor/floor__gb_3.mp3,пол,[flɔ:],A wood floor is beautiful.,Деревянный пол красив.
list,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/list_/list__gb_1.mp3,список,[lɪst],See Create an address list.,См. раздел Создание списка адресов.
opera,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/ope/opera/opera__gb_1.mp3,опера,[ˈɔpərə],"Pop, classical, light opera, Italian.","Поп, классика, легкая опера, итальянские песни."
mechanical,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mec/mecha/mechanical__gb_3.mp3,механический,[mɪˈkænɪkəl],This whole machine is mechanical.,Вся эта машина полностью механическая.
irony,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/iro/irony/irony__gb_1.mp3,ирония,[ˈaɪərənɪ],There's that angelic irony.,Это ангельская ирония.
hate,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hat/hate_/hate__gb_3.mp3,ненависть,[heɪt],Hate is a cancer on society.,Ненависть - это раковая опухоль на теле общества.
sun,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sun/sun__/sun__gb_2.mp3,солнце,[sʌn],The sun was almost gone.,Солнце почти закатилось.
tour,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/tour_/tour__gb_5.mp3,тур,[tuə],How much is the tour?,Во сколько обойдётся тур?
wife,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wif/wife_/wife__gb_1.mp3,жена,[waɪf],My first wife was' tarded.,Моя первая жена была дебилкой.
traditional,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/tradi/traditional__gb_4.mp3,традиционный,[trəˈdɪʃənl],What about traditional statistical techniques?,А что насчет традиционных статистических техник?
gaze,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gaz/gaze_/gaze__gb_1.mp3,пристальный взгляд,[ɡeɪz],"Well, our gaze fills the universe.",Наш пристальный взгляд наполняет вселенную.
simulate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sim/simul/simulate__gb_1.mp3,моделировать,[ˈsɪmjuleɪt],Simulate the cost change for a purchased item.,Моделирование изменения затрат по приобретенной номенклатуре.
motive,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motiv/motive__gb_1.mp3,мотив,[ˈməutɪv],An unpaid debt is motive.,Неоплаченный долг - это мотив.
shrug,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/shr/shrug/shrug__gb_1.mp3,пожимать,[ʃrʌɡ],I didn't shrug my shoulders.,Я не пожал плечами.
literature,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literature__gb_3.mp3,литература,[ˈlɪtərɪtʃə],I find literature really louring.,Я нахожу литературу очень мрачной.
chop,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cho/chop_/chop__gb_1.mp3,порубить,[tʃɔp],You said chop him up.,Ты сказал порубить его.
declare,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dec/decla/declare__gb_3.mp3,заявлять,[dɪˈklɛə],I would like to declare,Я хотел бы заявить
discrimination,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dis/discr/discrimination__gb_2.mp3,дискриминация,[dɪsˌkrɪmɪˈneɪʃən],"Civil rights, Discrimination, equality, marriage.","Гражданские права, дискриминация, равенство, брак."
